23000,2
23000,1
23000,2
23000,4
23000,4
24000,0
24000,2
24000,0
24000,0
24000,0
24000,0
24000,0
24000,0
24000,5
24000,0
25000,2
25000,0
25000,1
25000,0
25000,1
25000,0
25000,0
25000,0
25000,1
25000,0
26000,0
26000,1
26000,0
26000,0
26000,0
26000,0
26000,0
26000,3
26000,1
26000,0
27000,0
27000,0
27000,0
27000,0
27000,0
27000,1
27000,0
27000,0
27000,1
27000,0
28000,3
28000,1
28000,1
28000,3
28000,3
28000,3
28000,1
28000,2
28000,3
28000,1
29000,2
29000,4
29000,2
29000,1
29000,3
29000,1
29000,1
29000,2
29000,3
29000,1
30000,1
30000,3
30000,3
30000,5
30000,2
30000,2
30000,3
30000,4
30000,4
30000,2
31000,2
31000,5
31000,3
31000,1
31000,3
31000,1
31000,5
31000,1
31000,3
31000,3
32000,3
32000,7
32000,2
32000,1
32000,2
32000,3
32000,3
32000,6
32000,1
32000,3
33000,1
33000,1
33000,2
33000,3
33000,1
33000,4
33000,1
33000,3
33000,2
33000,3
34000,5
34000,4
34000,0
34000,1
34000,0
34000,1
34000,1
34000,0
34000,0
34000,1
35000,0
35000,1
35000,0
35000,1
35000,2
35000,1
35000,0
35000,0
35000,1
35000,1
36000,0
36000,2
36000,1
36000,0
36000,1
36000,0
36000,0
36000,0
36000,1
36000,0
37000,0
37000,0
37000,0
37000,0
37000,3
37000,0
37000,0
37000,0
37000,3
37000,0
38000,1
38000,1
38000,2
38000,1
38000,0
38000,1
38000,3
38000,0
38000,1
38000,0
39000,6
39000,0
39000,0
39000,0
39000,0
39000,2
39000,0
39000,0
39000,1
39000,1
40000,3
40000,0
40000,1
40000,2
40000,1
40000,2
40000,2
40000,3
40000,0
40000,0
41000,0
41000,1
41000,0
41000,3
41000,0
41000,0
41000,1
41000,0
41000,1
41000,2
42000,0
42000,0
42000,0
42000,2
42000,1
42000,3
42000,0
42000,1
42000,1
42000,2
43000,1
43000,0
43000,0
43000,2
43000,1
43000,0
43000,2
43000,0
43000,0
43000,0
44000,1
44000,1
44000,1
44000,2
44000,3
44000,0
44000,2
44000,1
44000,4
44000,2
45000,1
45000,1
45000,1
45000,0
45000,0
45000,1
45000,0
45000,0
45000,1
45000,0
46000,1
46000,3
46000,2
46000,1
46000,0
46000,3
46000,5
46000,3
46000,2
46000,1
47000,3
47000,1
47000,3
47000,6
47000,2
47000,3
47000,1
47000,3
47000,0
47000,6
48000,1
48000,4
48000,4
48000,3
48000,0
48000,1
48000,1
48000,2
48000,3
48000,1
49000,3
49000,3
49000,0
49000,4
49000,0
49000,1
49000,1
49000,0
49000,0
49000,0
50000,1
50000,3
50000,7
50000,1
50000,0
50000,2
50000,0
50000,2
50000,1
50000,0
51000,2
51000,0
51000,0
51000,1
51000,3
51000,1
51000,4
51000,2
51000,4
51000,1
52000,0
52000,1
52000,2
52000,0
52000,2
52000,0
52000,1
52000,0
52
